Type,Eccentricity,Circularity,Solidity,Extent,EquivDiameter,Convex hull
treeType,0.6244078704497795,0.29717860035114607,0.83786714166779608,0.56101118133203698,331.9621704303494,103298
treeType,0.5281110677267673,0.5696512226260734,0.91242091788589197,0.65633706379562728,376.2666580196572,121867
treeType,0.6419429505966824,0.34284596655168215,0.90820128524480359,0.68125078507725156,332.3933836501469,95546
treeType,0.3498416188013038,0.5772939950982534,0.89272771200773138,0.57384379752800807,369.3697110160718,120031
treeType,0.7083008360021318,0.6616853178017775,0.97316387756652067,0.71324220682830286,383.1790241913364,118497
treeType,0.47398462861507684,0.7570356420885886,0.96393472184654228,0.68172832893344049,368.94720452611676,110910
treeType,0.5069378969326942,0.3243690264097135,0.79421242542245718,0.56766832815819579,376.1989744211064,139955
